,영화명,감독,배급사,개봉일,영화형태,국적,전국 스크린수,전국 매출액,전국 관객수,장르,등급,영화구분,연도,월,계절,총 관객수,출연,평점
1346,괴물의 아이,호소다 마모루,CGV아트하우스,2015-11-25,장편,일본,363,1665251116,224849,애니메이션,12세관람가,일반영화,2015,11,가을,217299523,"['야쿠쇼 코지', '미야자키 아오이', '소메타니 쇼타', '히로세 스즈', '야마지 카즈히로']",8.54
1347,젠틀맨,김경원,플러스엠 엔터테인먼트,2022-12-28,장편,한국,751,2117120503,224711,범죄,15세관람가,일반영화,2022,12,겨울,112805094,"['주지훈', '박성웅', '최성은']",6.78
1348,젠틀맨,김경원,플러스엠 엔터테인먼트,2022-12-28,장편,한국,751,2117120503,224711,범죄,15세관람가,일반영화,2022,12,겨울,112805094,"['매튜 맥커너히', '휴 그랜트', '콜린 파렐', '찰리 허냄', '헨리 골딩', '미셀 도커리']",8.46
1349,젠틀맨,김경원,플러스엠 엔터테인먼트,2022-12-28,장편,한국,751,2117120503,224711,범죄,15세관람가,일반영화,2022,12,겨울,112805094,"['매튜 맥커너히', '휴 그랜트', '콜린 파렐', '찰리 허냄', '헨리 골딩', '미셀 도커리']",8.46
1350,젠틀맨,가이 리치,영화사 빅,2020-02-26,장편,미국,586,665658710,81482,범죄,청소년관람불가,일반영화,2020,2,겨울,59523967,"['주지훈', '박성웅', '최성은']",6.78
1351,젠틀맨,가이 리치,영화사 빅,2020-02-26,장편,미국,586,665658710,81482,범죄,청소년관람불가,일반영화,2020,2,겨울,59523967,"['매튜 맥커너히', '휴 그랜트', '콜린 파렐', '찰리 허냄', '헨리 골딩', '미셀 도커리']",8.46
1352,젠틀맨,가이 리치,영화사 빅,2020-02-26,장편,미국,586,665658710,81482,범죄,청소년관람불가,일반영화,2020,2,겨울,59523967,"['매튜 맥커너히', '휴 그랜트', '콜린 파렐', '찰리 허냄', '헨리 골딩', '미셀 도커리']",8.46
1353,한공주,이수진,CGV아트하우스,2014-04-17,장편,한국,226,1780640800,224452,드라마,청소년관람불가,독립/예술영화,2014,4,봄,215068958,"['천우희', '정인선', '김소영']",8.81
1354,메리 포핀스 리턴즈,롭 마샬,월트디즈니스튜디오스코리아,2019-02-14,장편,미국,573,1816281960,224160,판타지,전체관람가,일반영화,2019,2,겨울,226678777,"['에밀리 블런트', '린-마누엘 미란다', '벤 위쇼']",8.17
1355,12 솔져스,니콜라이 퓰시,제이앤씨미디어그룹,2018-01-31,장편,미국,211,1833626400,223740,액션,15세관람가,독립/예술영화,2018,1,겨울,216385269,"['크리스 헴스워스', '마이클 섀넌', '마이클 페나', '트래반트 로즈']",8.13
1356,이스케이프 룸 2: 노 웨이 아웃,애덤 로비텔,소니픽쳐스엔터테인먼트코리아극장배급지점,2021-07-14,장편,미국,728,2219351090,223313,액션,15세관람가,일반영화,2021,7,여름,60531087,"['테일러 러셀', '로건 밀러']",7.75
1357,알파 앤 오메가,벤 글럭,넥스트엔터테인먼트월드,2011-02-24,장편,미국,230,1685788500,222953,애니메이션,전체관람가,일반영화,2011,2,겨울,159724465,"['저스틴 롱', '헤이든 파네티어', '데니스 호퍼', '대니 글로버', '크리스티나 리치']",8.35
1358,일라이,알렌 휴즈,쇼박스,2010-04-15,장편,미국,252,1661141088,222927,액션,15세관람가,일반영화,2010,4,봄,147759214,"['덴젤 워싱턴', '게리 올드만']",7.22
1359,마마,최익환,롯데엔터테인먼트,2011-06-01,장편,한국,269,1533830500,222731,드라마,12세관람가,일반영화,2011,6,여름,159724465,"['엄정화', '김해숙', '유해진', '전수경', '류현경', '이형석']",7.88
1360,마마,최익환,롯데엔터테인먼트,2011-06-01,장편,한국,269,1533830500,222731,드라마,12세관람가,일반영화,2011,6,여름,159724465,"['제시카 차스테인', '니콜라이 코스터-왈도', '메건 카펜티어', '이자벨 넬리스', '다니엘 캐쉬']",7.71
1361,마마,최익환,롯데엔터테인먼트,2011-06-01,장편,한국,269,1533830500,222731,드라마,12세관람가,일반영화,2011,6,여름,159724465,"['제시카 차스테인', '니콜라이 코스터-왈도', '메건 카펜티어', '이자벨 넬리스', '다니엘 캐쉬']",7.71
1362,마마,안드레스 무시에티,유니버설픽쳐스인터내셔널 코리아,2013-01-23,장편,미국,164,662161500,91143,공포(호러),15세관람가,일반영화,2013,1,겨울,213351030,"['엄정화', '김해숙', '유해진', '전수경', '류현경', '이형석']",7.88
1363,마마,안드레스 무시에티,유니버설픽쳐스인터내셔널 코리아,2013-01-23,장편,미국,164,662161500,91143,공포(호러),15세관람가,일반영화,2013,1,겨울,213351030,"['제시카 차스테인', '니콜라이 코스터-왈도', '메건 카펜티어', '이자벨 넬리스', '다니엘 캐쉬']",7.71
1364,마마,안드레스 무시에티,유니버설픽쳐스인터내셔널 코리아,2013-01-23,장편,미국,164,662161500,91143,공포(호러),15세관람가,일반영화,2013,1,겨울,213351030,"['제시카 차스테인', '니콜라이 코스터-왈도', '메건 카펜티어', '이자벨 넬리스', '다니엘 캐쉬']",7.71
1365,코렐라인: 비밀의 문,헨리 셀릭,기타,2009-05-21,장편,미국,251,1448857479,222594,애니메이션,전체관람가,일반영화,2009,5,봄,155398654,"['다코타 패닝', '테리 해처']",9.16
1366,헤라클레스 : 레전드 비긴즈,레니 할린,넥스트엔터테인먼트월드,2014-04-10,장편,미국,390,1662172151,221327,액션,15세관람가,일반영화,2014,4,봄,215068958,"['켈란 루츠', '스콧 앳킨스', '록산느 맥키', '리암 게리건', '가이아 와이즈']",6.32
1367,노미오와 줄리엣,캘리 애스버리,쇼박스,2011-04-14,장편,영국,291,1937118000,221176,애니메이션,전체관람가,일반영화,2011,4,봄,159724465,"['이준', '지연', '제임스 맥어보이', '에밀리 블런트']",8.3
1368,우리 집에 왜 왔니,황수아,롯데엔터테인먼트,2009-04-09,장편,한국,211,1427488305,219962,드라마,15세관람가,일반영화,2009,4,봄,155398654,"['박희순', '강혜정']",8.33
1369,언프렌디드: 친구삭제,레오 가브리아제,유니버설픽쳐스인터내셔널 코리아,2015-05-07,장편,미국,386,1643911941,219678,공포(호러),15세관람가,일반영화,2015,5,봄,217299523,"['쉘리 헨닝', '모세 제이콥 스톰', '윌 펠츠', '헤더 소서맨']",6.14
1370,노아의 방주: 남겨진 녀석들,토비 젠켈,씨네그루다우기술,2015-04-30,장편,독일,436,1586417300,219621,애니메이션,전체관람가,일반영화,2015,4,봄,217299523,"['김하영', '배진홍', '윤세웅', '전진아', '임채헌', '박상훈', '권문정']",8.28
1371,명탐정 코난: 감청의 권,나가오카 치카,씨제이이엔엠,2019-07-24,장편,일본,602,1740310530,219078,애니메이션,12세관람가,일반영화,2019,7,여름,226678777,"['타카야마 미나미', '야마자키 와카나', '코야마 리키야', '야마구치 캇페이']",5.13
1372,언데드,데이빗 S. 고이어,유니버설픽쳐스인터내셔널 코리아,2009-02-26,장편,미국,171,1449559974,217924,공포(호러),15세관람가,일반영화,2009,2,겨울,155398654,"['오데트 애나벨', '게리 올드만', '메건 굿']",4.47
1373,1급기밀,홍기선,리틀빅픽쳐스,2018-01-24,장편,한국,512,1720083300,217803,드라마,12세관람가,일반영화,2018,1,겨울,216385269,"['김상경', '김옥빈', '최무성']",8.88
1374,50가지 그림자: 해방,제임스 폴리,유니버설픽쳐스인터내셔널 코리아,2018-02-21,장편,미국,213,1866384500,217785,드라마,청소년관람불가,일반영화,2018,2,겨울,216385269,"['제이미 도넌', '다코타 존슨']",7.96
1375,나는 공무원이다,구자홍,넥스트엔터테인먼트월드,2012-07-12,장편,한국,278,1535913500,217493,코미디,전체관람가,일반영화,2012,7,여름,194890587,"['윤제문', '송하윤', '성준', '김희정', '서현정', '권수현']",6.15
1376,속닥속닥,최상훈,그노스,2018-07-13,장편,한국,314,1900914300,217444,공포(호러),15세관람가,일반영화,2018,7,여름,216385269,"['소주연', '김민규']",5.0
1377,짱구는 못말려 극장판:태풍을 부르는 나와 우주의 프린세스,마스이 소이치,롯데엔터테인먼트,2013-04-25,장편,일본,290,1430168500,217320,애니메이션,전체관람가,일반영화,2013,4,봄,213351030,"['야지마 아키코', '나라하시 미키', '후지와라 케이지', '코오로기 사토미']",8.21
1378,메카닉,사이먼 웨스트,씨너스엔터테인먼트,2011-02-24,장편,미국,226,1666463000,217077,드라마,청소년관람불가,일반영화,2011,2,겨울,159724465,"['제이슨 스타뎀', '벤 포스터']",8.13
1379,프리즌 이스케이프,기타,이놀미디어,2020-05-06,장편,영국,328,1848297600,217056,어드벤처,12세관람가,독립/예술영화,2020,5,봄,59523967,"['다니엘 래드클리프', '다니엘 웨버']",8.34
1380,원피스 필름 골드,미야모토 히로아키,씨제이이엔엠,2016-12-08,장편,일본,445,1707251100,216861,애니메이션,12세관람가,일반영화,2016,12,겨울,217026182,"['타나카 마유미', '나카이 카즈야', '오카무라 아케미', '야마구치 캇페이', '히라타 히로아키', '오오타니 이쿠에', '야마구치 유리코', '야오 카즈키', '야마지 카즈히로', '쵸']",8.91
1381,페넬로피,마크 팔란스키,씨제이이엔엠,2008-05-15,장편,미국,148,1399298333,216703,코미디,12세관람가,일반영화,2008,5,봄,147428639,"['크리스티나 리치', '제임스 맥어보이']",8.23
1382,그린랜턴: 반지의 선택,마틴 캠벨,워너브러더스 코리아,2011-06-16,장편,미국,345,1651783500,216676,SF,12세관람가,일반영화,2011,6,여름,159724465,"['라이언 레이놀즈', '블레이크 라이블리']",5.85
1383,케로로 더 무비: 드래곤 워리어,사토 준이치,에이원엔터테인먼트,2009-04-30,장편,일본,125,1291833933,216487,애니메이션,전체관람가,일반영화,2009,4,봄,155398654,"['코자쿠라 에츠코', '나카타 죠지', '와타나베 쿠미코']",7.37
1384,루돌프와 많이있어,사카키바라 모토노리,씨제이이엔엠,2016-12-28,장편,일본,375,1627646800,215993,애니메이션,전체관람가,일반영화,2016,12,겨울,217026182,"['김율', '신용우', '홍범기', '시영준', '정유정', '김가령', '이노우에 마오', '스즈키 료헤이', '미즈키 나나', '오오츠카 아키오', '테라사키 유카']",8.78
1385,나는 비와 함께 간다,트란 안 홍,씨제이이엔엠,2009-10-15,장편,프랑스,220,1641619990,215362,범죄,청소년관람불가,일반영화,2009,10,가을,155398654,"['이병헌', '조쉬 하트넷', '엘리어스 코티스', '기무라 타쿠야', '여문락']",3.77
1386,극장판 요괴워치: 하늘을 나는 고래와 더블세계다냥!,요코이 타케시,씨제이이엔엠,2017-09-27,장편,일본,486,1581375300,215203,애니메이션,전체관람가,일반영화,2017,9,가을,219876227,"['박경혜', '홍범기', '김현지', '김가령', '정유정', '방연지', '정혜옥', '김율', '강호철', '신용우', '이호산', '김새해', '임윤선', '김정훈', '정선혜', '신용우', '여윤미', '김보영', '김채하', '한신', '현경수', '이미자', '이새벽', '김신우', '손수호', '김지율', '토마츠 하루카', '세키 토모카즈', '코자쿠라 에츠코', '엔도 아야']",8.28
1387,벽 속에 숨은 마법시계,일라이 로스,CGV아트하우스,2018-10-31,장편,미국,609,1654715300,215029,판타지,전체관람가,일반영화,2018,10,가을,216385269,"['잭 블랙', '케이트 블란쳇', '오웬 바카로']",5.94
1388,허리케인 하이스트,롭 코헨,넥스트엔터테인먼트월드,2018-03-14,장편,미국,544,1730262848,214949,액션,15세관람가,일반영화,2018,3,봄,216385269,"['토비 켑벨', '매기 그레이스', '라이언 콴튼']",7.41
1389,라듸오 데이즈,하기호,싸이더스,2008-01-31,장편,한국,254,1405676000,214946,코미디,12세관람가,일반영화,2008,1,겨울,147428639,"['류승범', '이종혁', '김사랑', '김뢰하', '오정세', '황보라', '고아성']",5.9
1390,독수리 에디,덱스터 플레처,이십세기폭스코리아,2016-04-07,장편,미국,528,1699642120,214003,드라마,12세관람가,일반영화,2016,4,봄,217026182,"['태런 에저튼', '휴 잭맨', '크리스토퍼 월켄']",9.03
1391,한 솔로: 스타워즈 스토리,론 하워드,월트디즈니스튜디오스코리아,2018-05-24,장편,미국,569,1964276778,213980,액션,12세관람가,일반영화,2018,5,봄,216385269,"['엘든 이렌리치', '에밀리아 클라크', '우디 해럴슨', '폴 베타니']",7.87
1392,"극장판 포켓몬스터: 정글의 아이, 코코",야지마 테츠오,넥스트엔터테인먼트월드,2021-09-15,장편,일본,699,1941940320,213913,애니메이션,전체관람가,일반영화,2021,9,가을,60531087,"['마츠모토 리카', '오오타니 이쿠에', '하야시바라 메구미', '미키 신이치로']",8.96
1393,매트릭스: 리저렉션,라나 워쇼스키,워너브러더스 코리아,2021-12-22,장편,미국,970,2121245270,213693,액션,15세관람가,일반영화,2021,12,겨울,60531087,"['키아누 리브스', '캐리 앤 모스']",5.44
1394,말리와 나,데이빗 프랭클,이십세기폭스코리아,2009-02-19,장편,미국,209,1437267652,213500,드라마,12세관람가,일반영화,2009,2,겨울,155398654,"['오웬 윌슨', '제니퍼 애니스톤']",8.67
1395,"대한이, 민국씨",최진원,롯데엔터테인먼트,2008-02-14,장편,한국,174,1192710500,212854,코미디,15세관람가,일반영화,2008,2,겨울,147428639,"['최성국', '공형진', '최정원']",6.55
1396,아이 엠 어 히어로,사토 신스케,영화사 빅,2016-09-21,장편,일본,263,1806714900,212599,액션,청소년관람불가,독립/예술영화,2016,9,가을,217026182,"['오오이즈미 요', '나가사와 마사미', '아리무라 카스미']",6.41
1397,조제,김종관,워너브러더스 코리아,2020-12-10,장편,한국,1179,1896675540,212439,멜로/로맨스,15세관람가,일반영화,2020,12,겨울,59523967,"['한지민', '남주혁']",6.58
1398,"극장판 파워레인저 다이노포스VS고버스터즈 공룡 대결전! ~안녕, 영원한 친구여!~",사카모토 코이치,이수C&E,2014-10-02,장편,일본,363,1546944100,212368,액션,전체관람가,일반영화,2014,10,가을,215068958,"['류세이 료', '사이토 슈스케', '킨죠 야마토']",8.46
1399,연애의 맛,김아론,와우픽쳐스,2015-05-07,장편,한국,398,1706805153,212154,멜로/로맨스,청소년관람불가,일반영화,2015,5,봄,217299523,"['오지호', '강예원']",7.37
1400,러블리 본즈,피터 잭슨,씨제이이엔엠,2010-02-25,장편,미국,225,1572420641,212035,범죄,15세관람가,일반영화,2010,2,겨울,147759214,"['마크 월버그', '레이첼 와이즈', '시얼샤 로넌']",6.82
1401,킬위드미,그레고리 호블릿,엠플러스픽쳐스,2008-04-17,장편,미국,209,1420604500,211740,범죄,청소년관람불가,일반영화,2008,4,봄,147428639,"['다이안 레인', '빌리 버크', '콜린 행크스']",6.36
1402,13일의 금요일,마커스 니스펠,씨제이이엔엠,2009-03-12,장편,미국,138,1489929119,211290,공포(호러),청소년관람불가,일반영화,2009,3,봄,155398654,"['제러드 파달렉키', '다니엘 파나베이커', '아만다 리게티']",6.3
